,movie_title,genres,country,language,imdb_score,actor_1_name
3812,Dying of the Light ,"Drama, Thriller",Bahamas,English,4.4,Nicolas Cage
3813,Born of War ,"Action, Drama, Thriller, War",UK,English,4.4,James Frain
3814,Capricorn One ,"Action, Sci-Fi, Thriller",USA,English,6.8,David Huddleston
3815,Should've Been Romeo ,"Comedy, Drama",USA,English,6.7,Michael Rapaport
3816,Running Forever ,Family,USA,English,8.6,David Raizor
3817,Yoga Hosers ,"Comedy, Fantasy, Horror, Thriller",USA,English,4.8,Johnny Depp
3818,Navy Seals vs. Zombies ,"Action, Horror",USA,English,3.4,Mikal Vega
3819,I Served the King of England ,"Comedy, Drama, Romance, War",Czech Republic,Czech,7.4,Julia Jentsch
3820,Soul Kitchen ,"Comedy, Drama",Germany,German,7.3,Udo Kier
3821,Sling Blade ,Drama,USA,English,8.0,Robert Duvall
3822,The Awakening ,"Horror, Thriller",UK,English,6.5,Isaac Hempstead Wright
3823,Hostel ,Horror,USA,English,5.9,Jay Hernandez
3824,Tristram Shandy: A Cock and Bull Story ,"Comedy, Drama",UK,English,6.8,Steve Coogan
3825,Take Shelter ,"Drama, Thriller",USA,English,7.4,Katy Mixon
3826,Lady in White ,"Fantasy, Horror, Mystery, Thriller",USA,English,6.7,Alex Rocco
3827,Driving Lessons ,"Comedy, Drama",UK,English,6.8,Rupert Grint
3828,Let's Kill Ward's Wife ,"Comedy, Crime",USA,English,5.4,Donald Faison
3829,The Texas Chainsaw Massacre 2 ,"Comedy, Horror",USA,English,5.5,Bill Johnson
3830,Pat Garrett & Billy the Kid ,"Biography, Drama, Romance, Western",USA,English,7.4,James Coburn
3831,Only God Forgives ,"Crime, Drama",Denmark,English,5.7,Ryan Gosling
3832,Camping sauvage ,Drama,France,French,5.4,Denis Lavant
3833,Without Men ,Comedy,USA,English,3.2,Maria Conchita Alonso
3834,Barfi ,"Comedy, Romance",India,Kannada,7.1,Bhama
3835,Dear Frankie ,"Drama, Romance",UK,English,7.8,Gerard Butler
3836,All Hat ,Western,Canada,English,5.3,Keith Carradine
3837,The Names of Love ,"Comedy, Drama, Romance",France,French,7.2,Sara Forestier
3838,Treading Water ,"Comedy, Drama",Mexico,English,6.2,Zoë Kravitz
3839,Savage Grace ,Drama,Spain,English,5.9,Eddie Redmayne
3840,Out of the Blue ,"Crime, Drama",New Zealand,English,7.3,William Kircher
3841,Police Academy ,Comedy,USA,English,6.7,Steve Guttenberg
3842,The Blue Lagoon ,"Adventure, Drama, Romance",USA,English,5.7,Brooke Shields
3843,Four Weddings and a Funeral ,"Comedy, Drama, Romance",UK,English,7.1,Kristin Scott Thomas
3844,Fast Times at Ridgemont High ,"Comedy, Drama",USA,English,7.2,Jennifer Jason Leigh
3845,Moby Dick ,"Adventure, Drama",USA,English,7.4,Royal Dano
3846,25th Hour ,Drama,USA,English,7.7,Philip Seymour Hoffman
3847,Secrets and Lies             ,"Crime, Drama",USA,English,7.7,Dan Fogler
3848,Bound ,"Crime, Drama, Romance, Thriller",USA,English,7.4,Christopher Meloni
3849,Requiem for a Dream ,Drama,USA,English,8.4,Ellen Burstyn
3850,State Fair ,"Musical, Romance",USA,English,7.1,Dana Andrews
3851,Tango ,"Drama, Musical",Spain,Spanish,7.2,Mía Maestro
3852,Salvador ,"Drama, History, Thriller, War",UK,English,7.5,Jim Belushi
3853,Moms' Night Out ,Comedy,USA,English,5.4,Alex Kendrick
3854,Donnie Darko ,"Drama, Sci-Fi, Thriller",USA,English,8.1,Jake Gyllenhaal
3855,Saving Private Perez ,"Adventure, Comedy, Western",Mexico,Spanish,6.0,Jaime Camil
3856,Character ,"Crime, Drama, Mystery",Netherlands,Dutch,7.8,Jan Decleir
3857,Spun ,"Comedy, Crime, Drama",USA,English,6.8,Patrick Fugit
3858,Life During Wartime ,"Comedy, Drama",USA,English,6.5,Rich Pecci
3859,Lady Vengeance ,"Crime, Drama",South Korea,Korean,7.7,Min-sik Choi
3860,Mozart's Sister ,"Biography, Drama, Music, Romance",France,French,6.4,Nicolas Giraud
3861,Mean Machine ,"Comedy, Drama, Sport",UK,English,6.5,Jason Statham
3862,Exiled ,"Action, Crime, Thriller",Hong Kong,Cantonese,7.3,Simon Yam
3863,Blackthorn ,"Action, Adventure, Western",Spain,English,6.6,Sam Shepard
3864,Lilya 4-Ever ,"Crime, Drama",Sweden,Russian,7.9,Oksana Akinshina
3865,After.Life ,"Drama, Horror, Mystery, Thriller",USA,English,5.9,Liam Neeson
3866,Fugly ,"Drama, Thriller",India,Hindi,4.7,Jimmy Shergill
3867,One Flew Over the Cuckoo's Nest ,Drama,USA,English,8.7,Scatman Crothers
3868,R.L. Stine's Monsterville: The Cabinet of Souls ,Comedy,USA,English,5.9,Katherine McNamara
3870,Airlift ,"Action, Drama, History, Thriller, War",India,Hindi,8.5,Nimrat Kaur
3871,Anne of Green Gables             ,"Drama, Family",Canada,English,8.4,Zack Ward
3872,Falcon Rising ,"Action, Adventure",USA,English,5.8,Michael Jai White
3873,The Sweeney ,"Action, Crime, Drama",UK,English,6.1,Hayley Atwell
3874,Sexy Beast ,"Crime, Thriller",UK,English,7.3,Ray Winstone
3875,Easy Money ,"Action, Crime, Drama, Thriller",Sweden,Swedish,6.7,Fabian Bolin
3876,Whale Rider ,"Drama, Family",New Zealand,English,7.6,Keisha Castle-Hughes
3877,Paa ,"Comedy, Drama",India,Hindi,7.2,Vidya Balan
3878,Cargo ,"Mystery, Sci-Fi, Thriller",Switzerland,German,6.2,Yangzom Brauen
3879,Pan ,"Adventure, Family, Fantasy",USA,English,5.8,Hugh Jackman
3880,High School Musical ,"Comedy, Drama, Family, Music, Musical, Romance",USA,English,5.2,Lucas Grabeel
3881,Animal Kingdom             ,"Crime, Drama",USA,English,8.1,Dorian Missick
3882,Love and Death on Long Island ,"Comedy, Drama",UK,English,7.1,Jason Priestley
3883,Night Watch ,"Fantasy, Thriller",Russia,Russian,6.5,Konstantin Khabenskiy
3884,The Crying Game ,"Crime, Drama, Romance, Thriller",UK,English,7.3,Jim Broadbent
3885,Porky's ,Comedy,Canada,English,6.2,Art Hindle
3886,Survival of the Dead ,Horror,USA,English,5.0,Julian Richings
3887,Night of the Living Dead ,"Drama, Horror, Mystery",USA,English,8.0,Judith O'Dea
3888,Lost in Translation ,Drama,USA,English,7.8,Scarlett Johansson
3889,Annie Hall ,"Comedy, Romance",USA,English,8.1,Woody Allen
3890,The Greatest Show on Earth ,"Drama, Family, Romance",USA,English,6.7,Gloria Grahame
3891,Exodus: Gods and Kings ,"Action, Adventure, Drama",UK,English,6.1,Christian Bale
3892,Monster's Ball ,"Drama, Romance",USA,English,7.1,Heath Ledger
3893,Maggie ,"Drama, Horror",USA,English,5.6,Joely Richardson
3894,Leaving Las Vegas ,"Drama, Romance",USA,English,7.6,Nicolas Cage
3895,Hansel & Gretel Get Baked ,"Comedy, Horror",USA,English,4.3,Molly C. Quinn
3896,The Return of the Living Dead ,"Comedy, Horror, Sci-Fi",USA,English,7.3,Linnea Quigley
3897,The Front Page ,"Comedy, Drama, Romance",USA,English,7.3,Austin Pendleton
3898,The Boy Next Door ,"Mystery, Thriller",USA,English,4.6,Ryan Guzman
3899,Trapeze ,"Drama, Romance",USA,English,6.8,Gina Lollobrigida
3900,Saving Grace             ,"Drama, Fantasy",USA,English,7.5,Holly Hunter
3901,The Kids Are All Right ,"Comedy, Drama",USA,English,7.1,Josh Hutcherson
3902,They Live ,"Horror, Sci-Fi, Thriller",USA,English,7.3,Meg Foster
3903,The Great Escape ,"Adventure, Drama, History, Thriller, War",USA,English,8.3,James Coburn
3904,What the #$*! Do We (K)now!? ,"Comedy, Documentary, Drama, Fantasy, Mystery, Sci-Fi",USA,English,5.4,Marlee Matlin
3905,The Last Exorcism Part II ,"Drama, Horror, Thriller",France,English,4.0,Muse Watson
3906,Boyhood ,Drama,USA,English,8.0,Ellar Coltrane
3907,Scoop ,"Comedy, Crime, Mystery",UK,English,6.7,Scarlett Johansson
3908,Planet of the Apes ,"Action, Adventure, Sci-Fi, Thriller",USA,English,5.7,Cary-Hiroyuki Tagawa
3909,The Wash ,Comedy,USA,English,4.6,Angell Conwell
3910,3 Strikes ,Comedy,USA,English,4.0,Mo'Nique
3911,The Cooler ,"Crime, Drama, Fantasy, Romance",USA,English,7.0,Estella Warren
3912,The Misfits ,"Drama, Romance, Western",USA,English,7.4,Montgomery Clift
3913,The Night Listener ,"Crime, Mystery, Thriller",USA,English,5.9,Robin Williams
3914,The Jerky Boys ,"Comedy, Crime",USA,English,4.6,Vincent Pastore
3915,My Soul to Take ,"Horror, Mystery, Thriller",USA,English,4.8,Frank Grillo
3916,The Orphanage ,"Drama, Mystery, Thriller",Spain,Spanish,7.5,Geraldine Chaplin
3917,A Haunted House 2 ,"Comedy, Fantasy",USA,English,4.7,Ashley Rickards
3918,The Rules of Attraction ,"Comedy, Drama, Romance",USA,English,6.7,Ian Somerhalder
3919,Topaz ,"Drama, Thriller",USA,English,6.3,Roscoe Lee Browne
3920,Let's Go to Prison ,"Comedy, Crime",USA,English,6.0,Dylan Baker
3921,Four Rooms ,"Comedy, Fantasy",USA,English,6.7,Salma Hayek
3922,Secretary ,"Comedy, Drama, Romance",USA,English,7.1,Jeremy Davies
3923,The Real Cancun ,Documentary,USA,English,2.7,Laura Ramsey
3924,Talk Radio ,Drama,USA,English,7.3,Michael Wincott
3925,Waiting for Guffman ,Comedy,USA,English,7.6,Catherine O'Hara
3926,Love Stinks ,Comedy,USA,English,5.8,Ivana Milicevic
3927,You Kill Me ,"Comedy, Crime, Romance, Thriller",USA,English,6.5,Philip Baker Hall
3928,Thumbsucker ,"Comedy, Drama",USA,English,6.6,Kelli Garner
3929,Red State ,"Action, Crime, Horror, Thriller",USA,English,6.2,Anna Gunn
3930,Mirrormask ,"Adventure, Fantasy",UK,English,6.9,Stephanie Leonidas
3932,The Barbarians ,"Adventure, Fantasy",USA,English,4.8,Michael Berryman
3933,The Art of Getting By ,"Drama, Romance",USA,English,6.6,Michael Angarano
3934,Zipper ,"Drama, Thriller",USA,English,5.7,Ray Winstone
3935,Poolhall Junkies ,"Drama, Thriller",USA,English,7.0,Chazz Palminteri
3936,The Loss of Sexual Innocence ,Drama,USA,English,5.4,Kelly Macdonald
3937,Holy Motors ,"Drama, Fantasy",France,French,7.1,Kylie Minogue
3938,Joe ,Drama,USA,English,6.9,Nicolas Cage
3939,Shooting Fish ,"Comedy, Crime, Romance",UK,English,6.6,Peter McNamara
3940,Prison ,"Crime, Drama, Horror, Thriller",USA,English,5.9,Viggo Mortensen
3941,Psycho Beach Party ,"Comedy, Horror, Mystery",Australia,English,6.3,Lauren Ambrose
3942,The Big Tease ,Comedy,UK,English,6.3,Craig Ferguson
3943,"Buen Día, Ramón ",Drama,Mexico,German,7.7,Hector Kotsifakis
3944,Trust ,"Crime, Drama, Thriller",USA,English,7.0,Noah Emmerich
3945,An Everlasting Piece ,Comedy,USA,English,6.3,Anna Friel
3946,Among Giants ,"Comedy, Romance",UK,English,5.9,Rachel Griffiths
3947,Adore ,"Drama, Romance",Australia,English,6.2,Robin Wright
3948,The Velocity of Gary ,"Comedy, Drama, Romance",USA,English,5.0,Salma Hayek
3949,Mondays in the Sun ,"Comedy, Drama",Spain,Spanish,7.7,Luis Tosar
3950,Stake Land ,"Drama, Horror, Sci-Fi",USA,English,6.5,Connor Paolo
3951,Sonny with a Chance             ,"Comedy, Family, Romance",USA,English,6.1,Doug Brochu
3952,The Last Time I Committed Suicide ,"Biography, Drama",USA,English,5.8,Keanu Reeves
3953,Futuro Beach ,Drama,Brazil,Portuguese,6.1,Wagner Moura
3954,Another Happy Day ,"Comedy, Drama",USA,English,6.0,George Kennedy
3955,A Lonely Place to Die ,"Action, Adventure, Crime, Thriller",UK,English,6.3,Ed Speleers
3956,Nothing ,"Comedy, Fantasy",Canada,English,6.3,David Hewlett
3957,The Geographer Drank His Globe Away ,"Adventure, Drama",Russia,Russian,7.5,Konstantin Khabenskiy
3958,1776 ,"Drama, Family, History, Musical",USA,English,7.6,Blythe Danner
3959,Inescapable ,"Drama, Mystery, Romance, Thriller",Canada,English,5.2,Saad Siddiqui
3960,Hell's Angels ,"Drama, War",USA,English,7.8,Jean Harlow
3961,Purple Violets ,"Comedy, Drama, Romance",USA,English,6.6,Debra Messing
3962,The Veil ,Horror,USA,English,4.7,Lily Rabe
3963,The Loved Ones ,"Horror, Thriller",Australia,English,6.7,Robin McLeavy
3964,No Vacancy ,Horror,USA,English,4.2,Kristen Quintrall
3965,How to Fall in Love ,"Comedy, Romance",USA,English,6.3,Eric Mabius
3966,The Perfect Wave ,"Adventure, Biography, Drama, Romance",South Africa,English,4.7,Rachel Hendrix
3967,Ben-Hur ,"Adventure, Drama, History",USA,English,6.0,Morgan Freeman
3968,A Man for All Seasons ,"Biography, Drama, History",UK,English,7.9,Robert Shaw
3969,Network ,"Drama, Romance",USA,English,8.1,Robert Duvall
3970,Gone with the Wind ,"Drama, History, Romance, War",USA,English,8.2,Hattie McDaniel
3971,Desert Dancer ,"Biography, Drama",UK,English,6.0,Tom Cullen
3972,Major Dundee ,"Adventure, War, Western",USA,English,6.8,James Coburn
3973,Down for Life ,Drama,USA,English,7.3,Snoop Dogg
3974,Annie Get Your Gun ,"Biography, Comedy, Musical, Romance, Western",USA,English,7.0,Keenan Wynn
3975,Four Lions ,"Comedy, Crime, Drama",UK,English,7.3,Kayvan Novak
3976,House of Sand ,Drama,Brazil,Portuguese,7.5,Fernanda Montenegro
3977,Defendor ,"Comedy, Crime, Drama",Canada,English,6.8,Michael Kelly
3978,The Pirate ,"Adventure, Comedy, Musical, Romance",USA,English,7.1,Gladys Cooper
3979,The Good Heart ,Drama,Iceland,English,6.9,Alice Olivia Clarke
3980,The History Boys ,"Comedy, Drama",UK,English,6.9,Dominic Cooper
3981,Unknown ,"Action, Mystery, Thriller",UK,English,6.9,Liam Neeson
3982,M*A*S*H             ,"Comedy, Drama, War",USA,English,8.4,David Ogden Stiers
3983,Midnight Cowboy ,Drama,USA,English,7.9,Brenda Vaccaro
3984,The Full Monty ,"Comedy, Drama, Music",UK,English,7.2,Tom Wilkinson
3985,Airplane! ,Comedy,USA,English,7.8,Peter Graves
3986,Chain of Command ,"Action, Thriller",USA,English,3.5,Michael Jai White
3987,Friday ,"Comedy, Drama",USA,English,7.3,Nia Long
3988,Menace II Society ,"Crime, Drama, Thriller",USA,English,7.5,Jada Pinkett Smith
3989,Empire             ,"Drama, Music",USA,English,7.8,Ta'Rhonda Jones
3990,Creepshow 2 ,"Comedy, Fantasy, Horror, Thriller",USA,English,6.0,George Kennedy
3991,The Ballad of Cable Hogue ,"Comedy, Drama, Romance, Western",USA,English,7.3,Slim Pickens
3992,In Cold Blood ,"Biography, Crime, Drama, History",USA,English,8.0,John Forsythe
3993,The Nun's Story ,Drama,USA,English,7.6,Colleen Dewhurst
3994,Harper ,"Action, Crime, Drama, Mystery, Thriller",USA,English,7.0,Janet Leigh
3995,Frenzy ,Thriller,UK,English,7.5,Bernard Cribbins
3996,The Witch ,"Horror, Mystery",USA,English,6.8,Julian Richings
3997,I Got the Hook Up ,Comedy,USA,English,3.9,Joe Estevez
3998,She's the One ,"Comedy, Drama, Romance",USA,English,6.1,John Mahoney
3999,Gods and Monsters ,"Biography, Drama",USA,English,7.5,Brendan Fraser
4000,The Secret in Their Eyes ,"Drama, Mystery, Thriller",Argentina,Spanish,8.2,Ricardo Darín
4001,Day of the Dead ,Horror,USA,English,7.2,Greg Nicotero
4002,Train ,"Horror, Thriller",USA,English,4.8,Gideon Emery
4003,Evil Dead II ,"Comedy, Fantasy, Horror, Thriller",USA,English,7.8,Ted Raimi
4004,Pootie Tang ,"Action, Adventure, Comedy, Musical",USA,English,5.2,Wanda Sykes
4005,Sharknado ,Horror,USA,English,3.3,Ian Ziering
4006,La otra conquista ,"Drama, History",Mexico,Spanish,6.8,Elpidia Carrillo
4007,Trollhunter ,"Comedy, Drama, Fantasy, Horror",Norway,Norwegian,7.0,Otto Jespersen
4008,Ira & Abby ,"Comedy, Romance",USA,English,6.5,Frances Conroy
4009,The Watch ,"Action, Comedy, Sci-Fi",USA,English,5.7,Will Forte
4010,Winter Passing ,"Comedy, Drama",USA,English,6.4,Zooey Deschanel
4011,D.E.B.S. ,"Action, Comedy, Romance",USA,English,5.3,Jordana Brewster
4012,The Masked Saint ,"Action, Biography, Crime, Drama, Family, Fantasy",Canada,English,4.7,Diahann Carroll
4013,The Betrayed ,"Crime, Drama, Mystery, Thriller",USA,English,6.1,Alice Krige
4014,Taxman ,"Action, Comedy, Crime, Thriller",USA,English,5.5,Fisher Stevens
4015,The Secret             ,"Drama, Thriller",UK,English,7.3,James Nesbitt
4016,2:13 ,"Horror, Thriller",USA,English,4.8,Teri Polo
4017,"Batman: The Dark Knight Returns, Part 2 ","Action, Animation, Crime, Sci-Fi, Thriller",USA,English,8.4,Michael Emerson
4018,Time to Choose ,Documentary,USA,English,7.0,Jane Goodall
4019,In the Name of the King: The Last Job ,"Action, Adventure, Fantasy, Thriller",Canada,English,3.3,Bashar Rahal
4020,Wicked Blood ,"Action, Crime, Drama, Thriller",USA,English,5.4,Alexa PenaVega
4022,Lords of London ,"Crime, Mystery, Thriller",UK,English,3.1,Ray Winstone
4023,High Anxiety ,Comedy,USA,English,6.7,Madeline Kahn
4024,March of the Penguins ,Documentary,France,French,7.6,Morgan Freeman
4025,Margin Call ,"Biography, Drama, Thriller",USA,English,7.1,Kevin Spacey
4026,August ,"Drama, Romance",USA,English,6.1,Murray Bartlett
4027,Choke ,"Comedy, Drama",USA,English,6.5,Anjelica Huston
4028,Whiplash ,"Drama, Music",USA,English,8.5,J.K. Simmons
4029,City of God ,"Crime, Drama",Brazil,Portuguese,8.7,Alice Braga
4030,Human Traffic ,"Comedy, Music",UK,English,7.1,Danny Dyer
4031,Day One ,"Biography, Drama, Music",USA,English,6.6,Corbin Bleu
4032,The Dead Girl ,"Crime, Drama, Mystery",USA,English,6.7,James Franco
4033,The Hunt ,Drama,Denmark,Danish,8.3,Thomas Bo Larsen
4034,A Christmas Story ,"Comedy, Family",USA,English,8.1,Zack Ward
4035,Bella ,"Drama, Romance",USA,English,7.4,Armando Riesco
4036,Class of 1984 ,"Action, Crime, Drama, Thriller",Canada,English,6.6,Roddy McDowall
4037,The Opposite Sex ,Comedy,USA,English,4.5,Geoff Stults
4038,Dreaming of Joseph Lees ,"Drama, Romance",USA,English,6.4,Samantha Morton
4039,The Class ,Drama,France,French,7.5,François Bégaudeau
4040,Rosemary's Baby ,"Drama, Horror",USA,English,8.0,John Cassavetes
4041,The Man Who Shot Liberty Valance ,"Drama, Western",USA,English,8.1,Lee Marvin
4042,Adam ,"Drama, Romance",USA,English,7.2,Peter Gallagher
4043,Maria Full of Grace ,"Crime, Drama",Colombia,Spanish,7.5,Catalina Sandino Moreno
4044,Beginners ,"Comedy, Drama, Romance",USA,English,7.2,Goran Visnjic
4045,Feast ,"Action, Comedy, Horror, Thriller",USA,English,6.4,Krista Allen
4046,Animal House ,Comedy,USA,English,7.6,John Belushi
4047,Goldfinger ,"Action, Adventure, Thriller",UK,English,7.8,Honor Blackman
4048,Antiviral ,"Horror, Sci-Fi, Thriller",Canada,English,5.7,Sarah Gadon
4049,It's a Wonderful Life ,"Drama, Family, Fantasy, Romance",USA,English,8.6,Donna Reed
4050,Trainspotting ,Drama,UK,English,8.2,Kelly Macdonald
4051,The Original Kings of Comedy ,"Comedy, Documentary",USA,English,6.6,Bernie Mac
4052,Paranormal Activity 2 ,Horror,USA,English,5.7,Sprague Grayden
4053,Waking Ned Devine ,Comedy,UK,English,7.4,James Nesbitt
4054,Bowling for Columbine ,"Crime, Documentary, Drama",Germany,English,8.0,Michael Moore
4055,Coming Home ,Drama,China,Mandarin,7.3,Li Gong
4056,A Nightmare on Elm Street 2: Freddy's Revenge ,"Fantasy, Horror",USA,English,5.4,Clu Gulager
4057,A Room with a View ,"Drama, Romance",UK,English,7.4,Julian Sands
4058,The Purge ,"Horror, Sci-Fi, Thriller",USA,English,5.7,Rhys Wakefield
4059,Sinister ,"Horror, Mystery",USA,English,6.8,Danielle Kotch
4060,Martin Lawrence Live: Runteldat ,"Biography, Comedy, Documentary",USA,English,5.4,Nancy O'Dell
4061,Cat on a Hot Tin Roof ,"Drama, Romance",USA,English,8.1,Burl Ives
4062,Beneath the Planet of the Apes ,"Action, Adventure, Sci-Fi",USA,English,6.1,Linda Harrison
4063,Air Bud ,"Comedy, Drama, Family, Sport",USA,English,5.1,Kevin Zegers
4064,Pokémon 3: The Movie ,"Action, Adventure, Animation, Family, Fantasy, Sci-Fi",Japan,Japanese,5.6,Veronica Taylor
4065,Jason Lives: Friday the 13th Part VI ,"Horror, Thriller",USA,English,5.9,Tony Goldwyn
4066,The Bridge on the River Kwai ,"Adventure, Drama, War",UK,English,8.2,William Holden
4067,Spaced Invaders ,"Adventure, Comedy, Sci-Fi",USA,English,5.3,Ariana Richards
4068,Family Plot ,"Comedy, Thriller",USA,English,6.8,Ed Lauter
4069,The Apartment ,"Comedy, Drama, Romance",USA,English,8.3,Fred MacMurray
4070,Jason Goes to Hell: The Final Friday ,"Fantasy, Horror, Thriller",USA,English,4.3,Kane Hodder
4071,Torn Curtain ,Thriller,USA,English,6.7,Tamara Toumanova
4072,Dave Chappelle's Block Party ,"Comedy, Documentary, Music",USA,English,7.2,Common
4073,Slow West ,Western,UK,English,6.9,Michael Fassbender
4074,Krush Groove ,"Comedy, Drama, Music",USA,English,6.6,Blair Underwood
4075,Next Day Air ,"Action, Comedy, Crime",USA,English,5.9,Omari Hardwick
4076,Elmer Gantry ,Drama,USA,English,7.9,Shirley Jones
4077,Judgment at Nuremberg ,"Drama, War",USA,English,8.3,Maximilian Schell
4078,Trippin' ,Comedy,USA,English,5.2,Donald Faison
4079,Robot Chicken             ,"Animation, Comedy",USA,English,7.8,Matthew Senreich
4080,Red River ,"Action, Adventure, Romance, Western",USA,English,7.8,Montgomery Clift
4081,Phat Girlz ,Comedy,USA,English,3.0,Mo'Nique
4082,Before Midnight ,"Drama, Romance",USA,English,7.9,Seamus Davey-Fitzpatrick
4083,Teen Wolf Too ,"Comedy, Fantasy",USA,English,3.2,John Astin
4084,Phantasm II ,"Action, Fantasy, Horror, Sci-Fi, Thriller",USA,English,6.5,Angus Scrimm
4085,Woman Thou Art Loosed ,Drama,USA,English,6.9,Loretta Devine
4086,Real Women Have Curves ,"Comedy, Drama",USA,English,7.0,America Ferrera
4087,Deadline Gallipoli             ,"Drama, War",Australia,English,7.4,Rachel Griffiths
4088,Water ,"Drama, Romance",Canada,Hindi,7.8,John Abraham
4089,East Is East ,"Comedy, Drama",UK,English,6.9,Archie Panjabi
4090,Whipped ,"Comedy, Romance",USA,English,4.4,Callie Thorne
4091,Kama Sutra: A Tale of Love ,"Crime, Drama, History, Romance",USA,English,6.0,Indira Varma
4092,Please Give ,"Comedy, Drama",USA,English,6.6,Oliver Platt
4093,Willy Wonka & the Chocolate Factory ,"Family, Fantasy, Musical",USA,English,7.8,Peter Ostrum
4094,Warlock: The Armageddon ,"Fantasy, Horror",USA,English,5.3,Julian Sands
4095,8 Heads in a Duffel Bag ,"Comedy, Crime",USA,English,5.3,Kristy Swanson
4096,Days of Heaven ,"Drama, Romance",USA,English,8.0,Sam Shepard
4097,Thirteen Conversations About One Thing ,Drama,USA,English,7.1,Matthew McConaughey
4098,Jawbreaker ,"Comedy, Crime, Thriller",USA,English,5.4,Julie Benz
4099,Basquiat ,"Biography, Drama",USA,English,6.9,Gary Oldman
4100,Frances Ha ,"Comedy, Drama, Romance",USA,English,7.4,Greta Gerwig
4101,Tsotsi ,"Crime, Drama",UK,Zulu,7.3,Terry Pheto
4102,Happiness ,"Comedy, Drama",USA,English,7.8,Philip Seymour Hoffman
4103,DysFunktional Family ,"Comedy, Documentary",USA,English,6.6,Eddie Griffin
4104,Tusk ,"Comedy, Drama, Horror",USA,English,5.4,Johnny Depp
4105,Oldboy ,"Drama, Mystery, Thriller",South Korea,Korean,8.4,Min-sik Choi
4106,Letters to God ,"Drama, Family",USA,English,6.3,Robyn Lively
4107,Hobo with a Shotgun ,"Action, Comedy, Thriller",Canada,English,6.1,Gregory Smith
4108,Compadres ,"Action, Comedy",Mexico,English,5.0,Kevin Pollak
4109,Freeway ,"Comedy, Crime, Drama, Thriller",USA,English,6.9,Bokeem Woodbine
4111,Fish Tank ,Drama,UK,English,7.3,Michael Fassbender
4112,Damsels in Distress ,"Comedy, Drama, Romance",USA,English,5.7,Greta Gerwig
4113,Creature             ,"Horror, Sci-Fi, Thriller",USA,English,5.0,Craig T. Nelson
4114,Bachelorette ,"Comedy, Romance",USA,English,5.3,Kirsten Dunst
4115,BrainDead             ,"Comedy, Drama, Horror, Sci-Fi, Thriller",USA,English,7.9,Danny Pino
4116,Brave New Girl ,"Drama, Family, Music",USA,English,5.0,Virginia Madsen
4117,Tim and Eric's Billion Dollar Movie ,Comedy,USA,English,5.3,Michael Gross
4118,The Gambler ,"Crime, Drama, Thriller",USA,English,6.0,George Kennedy
4119,The Grand             ,Drama,UK,English,7.6,Susan Hampshire
4120,Summer Storm ,"Comedy, Drama, Romance, Sport",Germany,German,7.4,Alicja Bachleda
4121,Fort McCoy ,"Drama, History, War",USA,English,5.9,Johnny Pacar
4122,Chain Letter ,"Horror, Thriller",USA,English,4.1,Matt Cohen
4123,Just Looking ,"Comedy, Drama",USA,English,6.7,Gretchen Mol
4124,The Divide ,"Drama, Sci-Fi, Thriller",Germany,English,5.8,Michael Biehn
4125,The Eclipse ,"Drama, Horror, Romance",Ireland,English,6.2,Aidan Quinn
4126,Demonic ,"Horror, Thriller",USA,English,5.3,Frank Grillo
4127,My Big Fat Independent Movie ,Comedy,USA,English,3.3,Neil Hopkins
4128,Alice in Wonderland ,"Adventure, Family, Fantasy",USA,English,6.5,Johnny Depp
4129,The Deported ,Comedy,USA,English,6.2,Taylor Negron
4130,Tanner Hall ,Drama,USA,English,5.9,Tom Everett Scott
4131,Open Road ,"Action, Drama, Thriller",Brazil,English,5.5,John Savage
4132,They Came Together ,Comedy,USA,English,5.5,Christopher Meloni
4133,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,Comedy,USA,English,2.6,French Stewart
4134,Never Back Down 2: The Beatdown ,"Action, Drama, Sport",USA,English,5.8,Michael Jai White
4135,Point Blank ,"Crime, Thriller",USA,English,7.4,Lee Marvin
4136,Four Single Fathers ,Comedy,Italy,Italian,5.1,Stephanie Szostak
4137,Enter the Dangerous Mind ,Thriller,USA,English,5.2,Noel Gugliemi
4138,Something Wicked ,"Drama, Horror, Mystery, Thriller",USA,English,4.8,Julian Morris
4139,AWOL-72 ,Thriller,USA,English,3.9,Bokeem Woodbine
4140,Iguana ,"Adventure, Crime, Drama",Italy,English,6.2,Everett McGill
4141,Cinderella ,"Drama, Family, Fantasy, Romance",USA,English,7.0,Hayley Atwell
4142,Chicago Overcoat ,"Action, Adventure, Crime, Drama",USA,English,6.2,Mike Starr
4143,Barry Munday ,"Comedy, Drama, Romance",USA,English,5.9,Judy Greer
4144,Central Station ,Drama,Brazil,Portuguese,8.0,Fernanda Montenegro
4145,Pocketful of Miracles ,"Comedy, Drama",USA,English,7.3,Ann-Margret
4146,Close Range ,"Action, Crime",USA,English,4.9,Anthony L. Fernandez
4147,Boynton Beach Club ,"Comedy, Romance",USA,English,6.5,Dyan Cannon
4148,Amnesiac ,"Drama, Horror, Mystery, Thriller",USA,English,4.3,Olivia Rose Keegan
4149,Freakonomics ,Documentary,USA,English,6.4,Greg Crowe
4150,The Omen ,"Fantasy, Horror, Mystery",UK,English,7.6,Lee Remick
